cadence,year,slice,sym,trailing_perf,best_ti,fast,slow,captured_return,perfect_return,capture_rate
4h,2023,W2,DOTUSDT,0.3034,"SMA(10,20)",10,20,0.3871,0.3034,1.0
4h,2023,W2,DYDXUSDT,0.2804,"EMA(10,20)",10,20,0.384,0.2804,1.0
4h,2023,W2,CHZUSDT,0.2777,"EMA(5,20)",5,20,0.3473,0.2836,1.0
4h,2023,W2,ATOMUSDT,0.2766,"SMA(10,50)",10,50,0.4441,0.2792,1.0
4h,2023,W2,ADAUSDT,0.2763,"EMA(5,20)",5,20,0.4103,0.2763,1.0
4h,2023,W2,ICPUSDT,0.2649,"EMA(5,100)",5,100,0.2887,0.2649,1.0
4h,2023,W2,ZENUSDT,0.2444,"SMA(20,50)",20,50,0.2212,0.2473,0.8943
4h,2023,W2,SHIBUSDT,0.2396,"EMA(10,20)",10,20,0.2824,0.2396,1.0
4h,2023,W2,BCHUSDT,0.2389,"SMA(5,50)",5,50,0.2714,0.2389,1.0
4h,2023,W2,BTCUSDT,0.2367,"SMA(5,20)",5,20,0.2611,0.2377,1.0
4h,2023,W2,ETHUSDT,0.2277,"SMA(10,20)",10,20,0.2977,0.2284,1.0
4h,2023,W2,UNIUSDT,0.2235,"SMA(5,50)",5,50,0.2903,0.2235,1.0
4h,2023,W3,APTUSDT,0.5967,"SMA(5,50)",5,50,2.3974,0.6169,1.0
4h,2023,W3,HBARUSDT,0.3864,"SMA(20,50)",20,50,0.8642,0.4055,1.0
4h,2023,W3,OPUSDT,0.2991,"SMA(5,50)",5,50,1.3839,0.3402,1.0
4h,2023,W3,ENJUSDT,0.2878,"SMA(10,50)",10,50,0.8323,0.2981,1.0
4h,2023,W3,CRVUSDT,0.2544,"SMA(10,50)",10,50,0.8971,0.2544,1.0
4h,2023,W3,FETUSDT,0.1884,"EMA(5,20)",5,20,1.837,0.2137,1.0
4h,2023,W3,SHIBUSDT,0.1774,"EMA(10,20)",10,20,0.4649,0.1844,1.0
4h,2023,W3,AAVEUSDT,0.1342,"EMA(10,20)",10,20,0.542,0.1342,1.0
4h,2023,W3,BTCUSDT,0.0988,"SMA(20,50)",20,50,0.3657,0.1013,1.0
4h,2023,W3,INJUSDT,0.0937,"SMA(5,100)",5,100,0.2997,0.1718,1.0
4h,2023,W3,SUPERUSDT,0.0859,"EMA(5,50)",5,50,0.2654,0.1019,1.0
4h,2023,W3,NEARUSDT,0.0824,"SMA(10,100)",10,100,0.7654,0.1784,1.0
4h,2023,W3,MOVRUSDT,0.0785,"SMA(20,50)",20,50,0.2629,0.086,1.0
4h,2023,W3,LDOUSDT,0.0772,"SMA(5,100)",5,100,1.3382,0.27,1.0
4h,2023,W3,DYDXUSDT,0.0688,"SMA(20,100)",20,100,0.3649,0.2605,1.0
4h,2023,W3,ETHUSDT,0.0658,"EMA(20,50)",20,50,0.34,0.0756,1.0
4h,2023,W3,ADAUSDT,0.0654,"EMA(10,50)",10,50,0.4591,0.1324,1.0
4h,2023,W3,SOLUSDT,0.0641,"EMA(5,50)",5,50,1.2336,0.1801,1.0
4h,2023,W3,FILUSDT,0.0605,"SMA(5,50)",5,50,0.6106,0.1599,1.0
4h,2023,W3,DOTUSDT,0.0596,"SMA(5,50)",5,50,0.3929,0.1046,1.0
4h,2023,W3,ATOMUSDT,0.0427,"SMA(20,100)",20,100,0.4439,0.1338,1.0
4h,2023,W3,ICPUSDT,0.0374,"EMA(5,100)",5,100,0.3767,0.0935,1.0
4h,2023,W3,DEXEUSDT,0.037,"EMA(20,50)",20,50,0.0808,0.0619,1.0
4h,2023,W3,ALGOUSDT,0.0369,"SMA(10,100)",10,100,0.3516,0.1421,1.0
4h,2023,W3,XLMUSDT,0.0355,"EMA(20,50)",20,50,0.2167,0.0958,1.0
4h,2023,W4,APTUSDT,0.4323,"SMA(5,50)",5,50,4.1608,0.4458,1.0
4h,2023,W4,INJUSDT,0.4275,"SMA(5,100)",5,100,0.8692,0.4275,1.0
4h,2023,W4,DYDXUSDT,0.3587,"SMA(20,100)",20,100,0.9417,0.49,1.0
4h,2023,W4,SUPERUSDT,0.2841,"EMA(5,50)",5,50,0.614,0.2853,1.0
4h,2023,W4,AVAXUSDT,0.2137,"EMA(5,50)",5,50,0.8195,0.2137,1.0
4h,2023,W4,ICPUSDT,0.1256,"EMA(5,100)",5,100,0.5453,0.1256,1.0
4h,2023,W4,JSTUSDT,0.1069,"SMA(5,50)",5,50,0.3092,0.1069,1.0
4h,2023,W4,ARUSDT,0.0923,"SMA(5,50)",5,50,0.5331,0.0923,1.0
4h,2023,W4,MOVRUSDT,0.0903,"SMA(20,50)",20,50,0.4016,0.0945,1.0
4h,2023,W4,ALGOUSDT,0.0878,"SMA(10,100)",10,100,0.4598,0.106,1.0
4h,2023,W4,FETUSDT,0.0772,"EMA(5,100)",5,100,2.1153,0.1464,1.0
4h,2023,W4,CRVUSDT,0.0698,"SMA(10,50)",10,50,1.0438,0.0838,1.0
4h,2023,W4,FILUSDT,0.0626,"SMA(5,50)",5,50,0.7193,0.0632,1.0
4h,2023,W4,ENJUSDT,0.0588,"EMA(20,50)",20,50,0.84,0.1559,1.0
4h,2023,W4,LINKUSDT,0.0507,"SMA(5,100)",5,100,0.2408,0.0825,1.0
4h,2023,W4,ADAUSDT,0.0492,"EMA(10,50)",10,50,0.5081,0.0791,1.0
4h,2023,W4,NEARUSDT,0.0423,"SMA(10,100)",10,100,0.8709,0.053,1.0
4h,2023,W4,DOTUSDT,0.0331,"SMA(5,50)",5,50,0.43,0.0372,1.0
4h,2023,W4,TRXUSDT,0.0318,"SMA(10,100)",10,100,0.153,0.0462,1.0
4h,2023,W4,DOGEUSDT,0.031,"EMA(20,50)",20,50,0.2109,0.048,1.0
4h,2023,W4,CHZUSDT,0.0262,"SMA(20,100)",20,100,0.2895,0.0331,1.0
4h,2023,W4,BCHUSDT,0.0256,"EMA(10,50)",10,50,0.328,0.032,1.0
4h,2023,W4,DEXEUSDT,0.0226,"EMA(20,50)",20,50,0.1073,0.0628,1.0
4h,2023,W4,XLMUSDT,0.0221,"EMA(20,50)",20,50,0.2476,0.0289,1.0
4h,2023,W4,BNBUSDT,0.0207,"SMA(20,100)",20,100,0.2529,0.0207,1.0
4h,2024,W1,TIAUSDT,0.2111,"SMA(20,50)",20,50,0.1198,0.2111,0.5675
4h,2024,W1,SEIUSDT,0.1621,"EMA(5,100)",5,100,1.5135,0.1621,1.0
4h,2024,W1,ARBUSDT,0.1246,"EMA(5,100)",5,100,0.533,0.1246,1.0
4h,2024,W1,LDOUSDT,0.0805,"SMA(5,50)",5,50,0.3391,0.0805,1.0
4h,2024,W1,BTCUSDT,0.0378,"EMA(5,100)",5,100,0.0266,0.0378,0.7046
4h,2024,W1,SUIUSDT,0.0365,"EMA(5,100)",5,100,0.245,0.0385,1.0
4h,2024,W1,INJUSDT,0.027,"EMA(20,100)",20,100,1.1776,0.0831,1.0
4h,2024,W1,BNBUSDT,-0.0217,"SMA(20,100)",20,100,0.2988,0.0,0.0
4h,2024,W1,DEXEUSDT,-0.027,"SMA(5,100)",5,100,-0.0352,0.0,0.0
4h,2024,W1,MOVRUSDT,-0.0693,"EMA(5,100)",5,100,1.9992,0.1353,1.0
4h,2024,W1,XLMUSDT,-0.1021,"SMA(10,20)",10,20,0.0,0.0,0.0
4h,2024,W1,ORDIUSDT,-0.1049,"EMA(20,100)",20,100,2.0827,0.0016,1.0
4h,2024,W2,SUIUSDT,0.6837,"EMA(20,100)",20,100,0.8513,0.6837,1.0
4h,2024,W2,BONKUSDT,0.4696,"SMA(10,50)",10,50,0.1142,0.4696,0.2433
4h,2024,W2,ETCUSDT,0.4063,"EMA(10,20)",10,20,0.3214,0.4063,0.791
4h,2024,W2,TIAUSDT,0.3892,"SMA(20,50)",20,50,0.4117,0.3892,1.0
4h,2024,W2,BLURUSDT,0.3697,"SMA(10,20)",10,20,0.1714,0.3697,0.4636
4h,2024,W2,PROMUSDT,0.3337,"SMA(10,20)",10,20,0.2214,0.3337,0.6635
4h,2024,W2,ARUSDT,0.3144,"SMA(5,20)",5,20,0.1789,0.3144,0.5689
4h,2024,W2,ZENUSDT,0.2993,"SMA(5,20)",5,20,0.1083,0.2993,0.362
4h,2024,W2,ARBUSDT,0.2476,"EMA(5,100)",5,100,0.8071,0.2476,1.0
4h,2024,W2,DYDXUSDT,0.2161,"SMA(5,20)",5,20,0.0885,0.2161,0.4096
4h,2024,W2,APTUSDT,0.2132,"SMA(5,50)",5,50,0.0616,0.2132,0.289
4h,2024,W2,ICPUSDT,0.1889,"EMA(20,100)",20,100,3.0391,0.1889,1.0
4h,2024,W2,CHZUSDT,0.1806,"SMA(5,20)",5,20,0.0979,0.1806,0.5424
4h,2024,W2,SUPERUSDT,0.1727,"SMA(20,50)",20,50,-0.0091,0.1727,0.0
4h,2024,W2,MOVRUSDT,0.1647,"EMA(5,100)",5,100,2.3067,0.1647,1.0
4h,2024,W2,OPUSDT,0.1609,"EMA(5,100)",5,100,-0.0448,0.1609,0.0
4h,2024,W2,LINKUSDT,0.1495,"SMA(20,100)",20,100,0.0282,0.1495,0.1888
4h,2024,W2,SEIUSDT,0.1459,"EMA(5,100)",5,100,1.5737,0.1459,1.0
4h,2024,W2,LDOUSDT,0.1435,"EMA(20,100)",20,100,0.4094,0.1532,1.0
4h,2024,W2,PEPEUSDT,0.1321,"SMA(20,100)",20,100,-0.1045,0.1321,0.0
4h,2024,W2,ETHUSDT,0.129,"SMA(10,50)",10,50,0.0958,0.129,0.7422
4h,2024,W2,ARKMUSDT,0.1252,"SMA(20,50)",20,50,-0.0521,0.1252,0.0
4h,2024,W2,LTCUSDT,0.1201,"SMA(5,50)",5,50,0.0396,0.1201,0.3296
4h,2024,W2,FILUSDT,0.1103,"SMA(20,50)",20,50,-0.0274,0.1103,0.0
4h,2024,W2,ADAUSDT,0.1089,"SMA(5,50)",5,50,-0.0955,0.1089,0.0
4h,2024,W3,CHZUSDT,0.1265,"EMA(10,50)",10,50,0.1847,0.1265,1.0
4h,2024,W3,BLURUSDT,0.053,"EMA(5,100)",5,100,0.1771,0.053,1.0
4h,2024,W3,DOGEUSDT,0.0529,"SMA(5,20)",5,20,0.0352,0.1058,0.3323
4h,2024,W3,BNBUSDT,0.0288,"EMA(20,100)",20,100,0.3378,0.0324,1.0
4h,2024,W3,SUPERUSDT,0.0202,"SMA(20,50)",20,50,0.093,0.0342,1.0
4h,2024,W3,FLOKIUSDT,0.0134,"SMA(10,50)",10,50,-0.0211,0.0855,0.0
4h,2024,W3,LTCUSDT,0.0053,"SMA(5,100)",5,100,0.0199,0.074,0.2691
4h,2024,W3,ZECUSDT,0.0026,"SMA(20,50)",20,50,0.0,0.0575,0.0
4h,2024,W3,DASHUSDT,-0.0114,"SMA(5,20)",5,20,0.0092,0.0652,0.1408
4h,2024,W3,LINKUSDT,-0.0124,"SMA(20,100)",20,100,0.0733,0.0754,0.9712
4h,2024,W3,CRVUSDT,-0.0153,"SMA(5,20)",5,20,0.0148,0.0631,0.2341
4h,2024,W3,ETHUSDT,-0.0193,"SMA(5,100)",5,100,0.0624,0.0069,1.0
4h,2024,W3,UNIUSDT,-0.023,"SMA(10,100)",10,100,-0.0139,0.0204,0.0
4h,2024,W3,BTCUSDT,-0.0231,"SMA(10,20)",10,20,-0.0026,0.0161,0.0
4h,2024,W3,TRXUSDT,-0.0316,"EMA(5,100)",5,100,0.0311,0.0183,1.0
4h,2024,W3,XLMUSDT,-0.0359,"EMA(10,20)",10,20,0.0,0.0285,0.0
4h,2024,W3,SHIBUSDT,-0.0381,"SMA(5,20)",5,20,-0.0095,0.0389,0.0
4h,2024,W3,JSTUSDT,-0.0413,"SMA(10,20)",10,20,0.014,0.0203,0.6906
4h,2024,W3,HBARUSDT,-0.0419,"SMA(5,20)",5,20,-0.0144,0.0272,0.0
4h,2024,W3,INJUSDT,-0.0457,"SMA(5,20)",5,20,-0.024,0.0202,0.0
4h,2024,W3,AAVEUSDT,-0.0457,"SMA(5,20)",5,20,-0.0085,0.0168,0.0
4h,2024,W3,ATOMUSDT,-0.0503,"SMA(10,20)",10,20,-0.0082,0.01,0.0
4h,2024,W3,ENJUSDT,-0.0589,"SMA(10,20)",10,20,-0.0098,0.0267,0.0
4h,2024,W4,PROMUSDT,0.315,"EMA(5,20)",5,20,0.2628,0.3942,0.6666
4h,2024,W4,SUIUSDT,0.3007,"EMA(20,100)",20,100,0.9634,0.3007,1.0
4h,2024,W4,ICPUSDT,0.1184,"SMA(10,50)",10,50,0.1087,0.2566,0.4236
4h,2024,W4,CHZUSDT,0.0887,"EMA(10,50)",10,50,0.2606,0.117,1.0
4h,2024,W4,AVAXUSDT,0.081,"SMA(10,20)",10,20,0.1398,0.2485,0.5625
4h,2024,W4,LDOUSDT,0.0754,"SMA(5,20)",5,20,0.0933,0.2132,0.4376
4h,2024,W4,SOLUSDT,0.0749,"EMA(10,20)",10,20,0.0916,0.1983,0.4621
4h,2024,W4,APTUSDT,0.0641,"SMA(10,20)",10,20,0.0471,0.1467,0.3214
4h,2024,W4,SEIUSDT,0.0635,"SMA(10,20)",10,20,0.0219,0.1533,0.1431
4h,2024,W4,BLURUSDT,0.0437,"EMA(5,100)",5,100,0.2039,0.0471,1.0
4h,2024,W4,BONKUSDT,0.0431,"SMA(5,20)",5,20,0.076,0.1506,0.5045
4h,2024,W4,SUPERUSDT,0.0391,"SMA(10,20)",10,20,0.0639,0.146,0.4373
4h,2024,W4,INJUSDT,0.0383,"EMA(10,20)",10,20,0.0776,0.1706,0.4551
4h,2024,W4,TRXUSDT,0.0359,"EMA(20,100)",20,100,0.0517,0.0515,1.0
4h,2024,W4,FETUSDT,0.0348,"SMA(5,20)",5,20,0.0201,0.1081,0.1863
4h,2024,W4,JSTUSDT,0.0315,"SMA(5,20)",5,20,0.0419,0.0723,0.5801
4h,2024,W4,BTCUSDT,0.0199,"SMA(5,20)",5,20,0.047,0.0817,0.5749
4h,2024,W4,DOTUSDT,0.0197,"SMA(5,20)",5,20,0.0613,0.1293,0.4741
4h,2024,W4,TIAUSDT,0.0191,"EMA(5,100)",5,100,0.0317,0.1823,0.1736
4h,2024,W4,ARBUSDT,0.0099,"SMA(10,20)",10,20,0.0634,0.1328,0.4774
4h,2024,W4,BCHUSDT,0.0051,"SMA(10,50)",10,50,0.006,0.0568,0.1049
4h,2024,W4,ARKMUSDT,0.0012,"SMA(10,20)",10,20,0.0295,0.1063,0.2773
4h,2024,W4,ENJUSDT,0.0,"SMA(10,20)",10,20,0.0484,0.0992,0.488
4h,2024,W4,NEARUSDT,-0.0017,"SMA(10,20)",10,20,0.069,0.1527,0.4515
4h,2024,W4,MOVRUSDT,-0.0033,"SMA(10,20)",10,20,0.0388,0.1758,0.2205
4h,2025,W1,XLMUSDT,0.2317,"EMA(5,50)",5,50,0.0832,0.2317,0.3592
4h,2025,W1,INJUSDT,0.2197,"SMA(5,20)",5,20,0.1435,0.2259,0.6353
4h,2025,W1,RENDERUSDT,0.1908,"SMA(10,20)",10,20,0.1276,0.2035,0.6269
4h,2025,W1,ADAUSDT,0.1607,"SMA(5,50)",5,50,0.0744,0.1607,0.4628
4h,2025,W1,SUIUSDT,0.1356,"EMA(5,50)",5,50,0.1212,0.1563,0.7753
4h,2025,W1,ARBUSDT,0.1328,"SMA(5,50)",5,50,0.0597,0.1459,0.4088
4h,2025,W1,ENAUSDT,0.1278,"SMA(5,50)",5,50,0.0238,0.1286,0.1851
4h,2025,W1,TAOUSDT,0.1272,"SMA(10,100)",10,100,-0.0246,0.1272,0.0
4h,2025,W1,ICPUSDT,0.1105,"SMA(5,100)",5,100,0.036,0.117,0.3078
4h,2025,W1,APTUSDT,0.1102,"SMA(5,20)",5,20,0.0545,0.1323,0.4121
4h,2025,W1,FETUSDT,0.1084,"SMA(10,100)",10,100,0.0188,0.1252,0.1499
4h,2025,W1,ALGOUSDT,0.108,"SMA(5,50)",5,50,-0.0119,0.1113,0.0
4h,2025,W1,AVAXUSDT,0.0999,"SMA(10,20)",10,20,0.036,0.103,0.349
4h,2025,W1,WLDUSDT,0.0968,"SMA(5,20)",5,20,0.0715,0.0968,0.7387
4h,2025,W1,ATOMUSDT,0.09,"SMA(5,50)",5,50,0.015,0.099,0.1514
4h,2025,W1,DOGEUSDT,0.0899,"SMA(5,50)",5,50,0.0495,0.1,0.4948
4h,2025,W1,NEARUSDT,0.0849,"SMA(5,50)",5,50,-0.0105,0.0849,0.0
4h,2025,W1,FILUSDT,0.079,"SMA(10,20)",10,20,0.0368,0.0836,0.4402
4h,2025,W1,XRPUSDT,0.0782,"SMA(5,50)",5,50,-0.02,0.0782,0.0
4h,2025,W1,HBARUSDT,0.0735,"EMA(20,100)",20,100,0.0011,0.0779,0.0142
4h,2025,W1,OPUSDT,0.0708,"SMA(5,50)",5,50,0.0172,0.0708,0.2432
4h,2025,W1,LINKUSDT,0.0647,"SMA(10,50)",10,50,-0.0395,0.0695,0.0
4h,2025,W1,SOLUSDT,0.0616,"SMA(10,50)",10,50,0.0409,0.0634,0.6444
4h,2025,W1,PENGUUSDT,0.0609,"EMA(10,50)",10,50,0.0792,0.0838,0.9446
4h,2025,W1,ARKMUSDT,0.0565,"SMA(10,100)",10,100,-0.0592,0.0565,0.0
4h,2025,W2,PROMUSDT,0.3954,"SMA(5,20)",5,20,0.3493,0.4607,0.7582
4h,2025,W2,XRPUSDT,0.1499,"EMA(5,20)",5,20,0.1399,0.1746,0.8014
4h,2025,W2,DEXEUSDT,0.0648,"EMA(5,20)",5,20,0.0327,0.2328,0.1404
4h,2025,W2,LDOUSDT,0.0566,"SMA(5,20)",5,20,0.1304,0.3016,0.4322
4h,2025,W2,ZENUSDT,0.043,"SMA(5,20)",5,20,0.0,0.2378,0.0
4h,2025,W2,TONUSDT,0.0239,"EMA(5,20)",5,20,-0.0004,0.0705,0.0
4h,2025,W2,ORDIUSDT,0.0187,"SMA(5,20)",5,20,0.0,0.105,0.0
4h,2025,W2,PNUTUSDT,0.0119,"EMA(5,20)",5,20,0.0497,0.2265,0.2194
4h,2025,W2,XLMUSDT,0.008,"EMA(5,100)",5,100,0.0255,0.0996,0.2559
4h,2025,W2,DASHUSDT,0.0056,"SMA(5,20)",5,20,0.0204,0.136,0.1504
4h,2025,W2,DOGEUSDT,0.0053,"SMA(5,20)",5,20,0.0379,0.129,0.2937
4h,2025,W2,HBARUSDT,0.0044,"EMA(5,20)",5,20,0.0105,0.106,0.0986
4h,2025,W2,BNBUSDT,0.0022,"EMA(5,20)",5,20,0.0062,0.0568,0.1088
4h,2025,W2,BTCUSDT,0.0001,"EMA(5,20)",5,20,0.0172,0.0622,0.2769
4h,2025,W2,ALGOUSDT,0.0,"SMA(5,20)",5,20,0.0125,0.1464,0.0854
4h,2025,W2,BCHUSDT,-0.0005,"EMA(5,20)",5,20,0.0011,0.0754,0.0152
4h,2025,W2,ADAUSDT,-0.0025,"EMA(5,20)",5,20,0.0142,0.1157,0.1231
4h,2025,W2,SHIBUSDT,-0.0041,"SMA(5,20)",5,20,0.0061,0.0794,0.0762
4h,2025,W2,LTCUSDT,-0.0076,"EMA(5,20)",5,20,0.0,0.089,0.0
4h,2025,W2,ZECUSDT,-0.0125,"SMA(5,20)",5,20,0.0386,0.1691,0.2284
4h,2025,W2,ETCUSDT,-0.0132,"SMA(5,20)",5,20,0.0012,0.0935,0.0127
4h,2025,W2,FILUSDT,-0.0227,"EMA(5,20)",5,20,0.0042,0.1173,0.0362
4h,2025,W2,AAVEUSDT,-0.0237,"SMA(5,20)",5,20,0.0151,0.1507,0.1003
4h,2025,W3,SOLUSDT,0.3192,"EMA(10,20)",10,20,0.3183,0.3384,0.9406
4h,2025,W3,LINKUSDT,0.3061,"EMA(5,20)",5,20,0.3256,0.3171,1.0
4h,2025,W3,AAVEUSDT,0.2547,"SMA(10,50)",10,50,0.2883,0.2883,1.0
4h,2025,W3,DEXEUSDT,0.2212,"EMA(10,50)",10,50,0.2212,0.2262,0.978
4h,2025,W3,BONKUSDT,0.1913,"SMA(20,50)",20,50,0.138,0.2114,0.6529
4h,2025,W3,LTCUSDT,0.1631,"SMA(5,50)",5,50,0.1308,0.175,0.7474
4h,2025,W3,ENAUSDT,0.13,"SMA(10,20)",10,20,0.069,0.1903,0.3625
4h,2025,W3,HBARUSDT,0.1294,"SMA(5,50)",5,50,0.1773,0.1352,1.0
4h,2025,W3,XRPUSDT,0.1216,"EMA(5,50)",5,50,0.354,0.1487,1.0
4h,2025,W3,TRXUSDT,0.1007,"SMA(10,50)",10,50,0.032,0.1007,0.3181
4h,2025,W3,BTCUSDT,0.091,"SMA(5,50)",5,50,0.0998,0.0974,1.0
4h,2025,W3,ALGOUSDT,0.0797,"EMA(5,50)",5,50,0.1379,0.0933,1.0
4h,2025,W3,ETCUSDT,0.0707,"EMA(20,50)",20,50,0.0199,0.0839,0.2375
4h,2025,W3,NEARUSDT,0.0502,"SMA(20,50)",20,50,-0.0021,0.0701,0.0
4h,2025,W3,WLDUSDT,0.0457,"EMA(5,20)",5,20,0.0,0.1526,0.0
4h,2025,W3,LDOUSDT,0.0421,"SMA(5,20)",5,20,0.0461,0.1905,0.242
4h,2025,W3,ETHUSDT,0.0269,"SMA(10,20)",10,20,0.0096,0.0559,0.1714
4h,2025,W3,DOGEUSDT,0.0245,"SMA(10,100)",10,100,0.0326,0.0872,0.3739
4h,2025,W3,TIAUSDT,0.0232,"SMA(5,20)",5,20,0.0,0.0955,0.0
4h,2025,W4,TAOUSDT,0.0677,"EMA(5,20)",5,20,0.1051,0.2311,0.4546
4h,2025,W4,DUSDT,0.0253,"SMA(10,100)",10,100,-0.0684,0.1941,0.0
4h,2025,W4,DEXEUSDT,-0.0107,"EMA(10,50)",10,50,0.216,0.0497,1.0
4h,2025,W4,XRPUSDT,-0.0358,"EMA(10,100)",10,100,0.2978,0.0966,1.0
4h,2025,W4,TRXUSDT,-0.0396,"SMA(5,100)",5,100,-0.026,0.0204,0.0
4h,2025,W4,BTCUSDT,-0.0402,"SMA(20,100)",20,100,0.0164,0.0262,0.6273
4h,2025,W4,LDOUSDT,-0.0616,"EMA(10,100)",10,100,-0.0347,0.0361,0.0
4h,2025,W4,LTCUSDT,-0.0687,"SMA(20,100)",20,100,-0.1375,0.0288,0.0
4h,2025,W4,SOLUSDT,-0.1059,"SMA(5,100)",5,100,0.1241,0.0046,1.0
4h,2026,W1,RENDERUSDT,0.7413,"SMA(5,50)",5,50,0.7332,0.7413,0.9891
4h,2026,W1,VIRTUALUSDT,0.6188,"SMA(5,20)",5,20,0.5006,0.6241,0.8022
4h,2026,W1,PEPEUSDT,0.6118,"SMA(10,50)",10,50,0.6278,0.6118,1.0
4h,2026,W1,BONKUSDT,0.4926,"EMA(5,20)",5,20,0.3868,0.4926,0.7852
4h,2026,W1,WIFUSDT,0.4461,"SMA(10,20)",10,20,0.3276,0.4461,0.7345
4h,2026,W1,FLOKIUSDT,0.3881,"EMA(5,20)",5,20,0.3602,0.3881,0.9283
4h,2026,W1,PENGUUSDT,0.3879,"EMA(5,50)",5,50,0.2722,0.3879,0.7018
4h,2026,W1,FETUSDT,0.3768,"SMA(5,50)",5,50,0.2938,0.3795,0.7741
4h,2026,W1,NEIROUSDT,0.3489,"SMA(5,50)",5,50,0.2234,0.3489,0.6401
4h,2026,W1,SUIUSDT,0.2971,"SMA(20,50)",20,50,0.2488,0.2986,0.8332
4h,2026,W1,PNUTUSDT,0.2946,"EMA(5,50)",5,50,0.2169,0.2946,0.7362
4h,2026,W1,POLUSDT,0.29,"EMA(5,20)",5,20,0.2062,0.2939,0.7016
4h,2026,W1,ATOMUSDT,0.2752,"SMA(5,20)",5,20,0.201,0.2752,0.7303
4h,2026,W1,SHIBUSDT,0.2619,"EMA(5,20)",5,20,0.1965,0.2619,0.7502
4h,2026,W1,INJUSDT,0.257,"SMA(5,20)",5,20,0.1402,0.257,0.5456
4h,2026,W1,TIAUSDT,0.2438,"SMA(10,50)",10,50,0.2009,0.2438,0.8239
4h,2026,W1,ALGOUSDT,0.2396,"SMA(20,100)",20,100,0.1606,0.2396,0.6703
4h,2026,W1,WLDUSDT,0.2395,"EMA(5,50)",5,50,0.1505,0.2395,0.6282
4h,2026,W1,DOGEUSDT,0.2367,"EMA(10,20)",10,20,0.1558,0.2381,0.6546
4h,2026,W1,TAOUSDT,0.2318,"SMA(10,50)",10,50,0.2077,0.2318,0.8958
4h,2026,W1,ADAUSDT,0.2079,"SMA(5,50)",5,50,0.1305,0.2079,0.6275
4h,2026,W1,DOTUSDT,0.2075,"SMA(20,100)",20,100,0.1862,0.2075,0.8971
4h,2026,W1,ARKMUSDT,0.2045,"SMA(5,100)",5,100,0.1217,0.2045,0.5949
4h,2026,W1,OPUSDT,0.1906,"SMA(20,50)",20,50,0.1597,0.1906,0.8379
4h,2026,W1,EIGENUSDT,0.189,"EMA(10,20)",10,20,0.0878,0.189,0.4645
4h,2026,W2,DASHUSDT,0.9731,"SMA(5,20)",5,20,1.0911,1.1576,0.9426
4h,2026,W2,ICPUSDT,0.425,"SMA(5,100)",5,100,0.5128,0.4607,1.0
4h,2026,W2,CHZUSDT,0.2541,"EMA(5,100)",5,100,0.5976,0.2612,1.0
4h,2026,W2,ZENUSDT,0.2525,"SMA(5,20)",5,20,0.3091,0.3625,0.8527
4h,2026,W2,POLUSDT,0.2185,"SMA(5,50)",5,50,0.4515,0.2262,1.0
4h,2026,W2,ZROUSDT,0.1958,"EMA(10,20)",10,20,0.2977,0.2124,1.0
4h,2026,W2,BLURUSDT,0.1881,"SMA(5,100)",5,100,0.2853,0.2798,1.0
4h,2026,W2,OPUSDT,0.1203,"EMA(10,50)",10,50,0.245,0.1366,1.0
4h,2026,W2,ORDIUSDT,0.116,"EMA(5,20)",5,20,0.0512,0.1944,0.2634
4h,2026,W2,GIGGLEUSDT,0.0912,"SMA(10,50)",10,50,0.0061,0.0922,0.0666
4h,2026,W2,TAOUSDT,0.0833,"SMA(10,50)",10,50,0.2928,0.0833,1.0
4h,2026,W2,PENGUUSDT,0.0783,"EMA(5,50)",5,50,0.3602,0.0912,1.0
4h,2026,W2,DYDXUSDT,0.0777,"SMA(10,100)",10,100,0.2446,0.0947,1.0
4h,2026,W2,ATOMUSDT,0.0727,"SMA(5,100)",5,100,0.2448,0.0727,1.0
4h,2026,W2,SOLUSDT,0.0725,"SMA(20,50)",20,50,0.1883,0.0881,1.0
4h,2026,W2,AAVEUSDT,0.0721,"EMA(5,50)",5,50,0.1392,0.0882,1.0
4h,2026,W2,WIFUSDT,0.0701,"SMA(5,100)",5,100,0.2997,0.1165,1.0
4h,2026,W2,EIGENUSDT,0.0693,"SMA(10,100)",10,100,0.1134,0.0882,1.0
4h,2026,W2,ETHUSDT,0.0675,"SMA(5,100)",5,100,0.1296,0.0887,1.0
4h,2026,W2,BTCUSDT,0.0673,"SMA(5,100)",5,100,0.101,0.0747,1.0
4h,2026,W2,FETUSDT,0.0651,"SMA(5,100)",5,100,0.3475,0.0813,1.0
4h,2026,W2,BNBUSDT,0.063,"SMA(20,50)",20,50,0.1129,0.0721,1.0
4h,2026,W2,INJUSDT,0.0626,"EMA(10,100)",10,100,0.1472,0.1008,1.0
4h,2026,W2,TIAUSDT,0.0625,"EMA(10,100)",10,100,0.1891,0.116,1.0
4h,2026,W2,NEARUSDT,0.06,"SMA(5,100)",5,100,0.1484,0.0771,1.0
4h,2026,W3,ZROUSDT,0.2182,"EMA(10,20)",10,20,0.518,0.2228,1.0
4h,2026,W3,JSTUSDT,0.1179,"SMA(20,50)",20,50,0.1108,0.1247,0.8885
4h,2026,W3,BIOUSDT,0.0797,"SMA(20,50)",20,50,0.1127,0.134,0.841
